,summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria
46,"(15,15,15,1.2,1.2,T/L,wins)",15,15,15,1.2,1.2,T/L,wins,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
55,"(15,15,15,1.2,1.2,W-L,earnings)",15,15,15,1.2,1.2,W-L,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
58,"(15,15,15,1.6,1.6,T/L,earnings)",15,15,15,1.6,1.6,T/L,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
61,"(15,15,15,0.8,0.8,W/L,wins)",15,15,15,0.8,0.8,W/L,wins,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
63,"(15,15,15,1.6,1.6,T/L,wins)",15,15,15,1.6,1.6,T/L,wins,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
48,"(15,15,15,0.8,0.8,W/T,earnings)",15,15,15,0.8,0.8,W/T,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
53,"(15,15,15,1.2,1.2,W/L,wins)",15,15,15,1.2,1.2,W/L,wins,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
56,"(15,15,15,1.6,1.6,W/L,wins)",15,15,15,1.6,1.6,W/L,wins,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
54,"(15,15,15,1.6,1.6,W/L,earnings)",15,15,15,1.6,1.6,W/L,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
57,"(15,15,15,1.2,1.2,W/T,earnings)",15,15,15,1.2,1.2,W/T,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
49,"(15,15,15,1.6,1.6,W/T,earnings)",15,15,15,1.6,1.6,W/T,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
52,"(15,15,15,1.6,1.6,W-L,earnings)",15,15,15,1.6,1.6,W-L,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
50,"(15,15,15,0.4,0.4,W-L,earnings)",15,15,15,0.4,0.4,W-L,earnings,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
62,"(15,15,15,1.6,1.6,W-L,wins)",15,15,15,1.6,1.6,W-L,wins,55.932203389830505,16.164383561643834,75.0,1.095890410958904,54.54545454545455,15.068493150684931,1315.0684931506848
118,"(60,60,60,1.6,1.6,W/T,earnings)",60,60,60,1.6,1.6,W/T,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
123,"(60,60,60,1.6,1.6,T/L,earnings)",60,60,60,1.6,1.6,T/L,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
122,"(60,60,60,1.6,1.6,T/L,wins)",60,60,60,1.6,1.6,T/L,wins,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
124,"(60,60,60,1.2,1.2,T/L,earnings)",60,60,60,1.2,1.2,T/L,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
99,"(60,60,60,1.6,1.6,W/L,wins)",60,60,60,1.6,1.6,W/L,wins,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
115,"(60,60,60,1.2,1.2,W/T,earnings)",60,60,60,1.2,1.2,W/T,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
113,"(60,60,60,1.6,1.6,W/T,wins)",60,60,60,1.6,1.6,W/T,wins,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
112,"(60,60,60,1.2,1.2,W-L,earnings)",60,60,60,1.2,1.2,W-L,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
111,"(60,60,60,1.6,1.6,W/L,earnings)",60,60,60,1.6,1.6,W/L,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
106,"(60,60,60,1.6,1.6,W-L,earnings)",60,60,60,1.6,1.6,W-L,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
97,"(60,60,60,1.2,1.2,W/L,earnings)",60,60,60,1.2,1.2,W/L,earnings,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
114,"(60,60,60,1.6,1.6,W-L,wins)",60,60,60,1.6,1.6,W-L,wins,60.0,1.36986301369863,60.0,1.36986301369863,,0.0,657.5342465753424
121,"(60,60,60,1.2,1.2,T/L,wins)",60,60,60,1.2,1.2,T/L,wins,50.0,1.643835616438356,50.0,1.643835616438356,,0.0,0.0
104,"(60,60,60,1.2,1.2,W/L,wins)",60,60,60,1.2,1.2,W/L,wins,50.0,1.643835616438356,50.0,1.643835616438356,,0.0,0.0
