,summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria
11,"(7,7,7,1.2,1.2,W-L,earnings)",7,7,7,1.2,1.2,W-L,earnings,57.89473684210526,10.41095890410959,64.51612903225806,8.493150684931507,28.571428571428573,1.917808219178082,5917.808219178082
20,"(7,7,7,1.6,1.6,W-L,wins)",7,7,7,1.6,1.6,W-L,wins,57.89473684210526,10.41095890410959,64.51612903225806,8.493150684931507,28.571428571428573,1.917808219178082,5917.808219178082
29,"(7,7,7,1.6,1.6,W/T,earnings)",7,7,7,1.6,1.6,W/T,earnings,64.51612903225806,8.493150684931507,64.51612903225806,8.493150684931507,,0.0,5917.808219178082
18,"(7,7,7,1.6,1.6,W-L,earnings)",7,7,7,1.6,1.6,W-L,earnings,57.89473684210526,10.41095890410959,64.51612903225806,8.493150684931507,28.571428571428573,1.917808219178082,5917.808219178082
30,"(7,7,7,1.2,1.2,W/T,earnings)",7,7,7,1.2,1.2,W/T,earnings,57.89473684210526,10.41095890410959,64.51612903225806,8.493150684931507,28.571428571428573,1.917808219178082,5917.808219178082
68,"(30,30,30,1.2,1.2,W-L,earnings)",30,30,30,1.2,1.2,W-L,earnings,59.45945945945946,10.136986301369863,64.28571428571429,7.671232876712328,44.44444444444444,2.4657534246575343,5260.273972602742
69,"(30,30,30,1.2,1.2,W-L,wins)",30,30,30,1.2,1.2,W-L,wins,61.76470588235294,9.315068493150685,64.28571428571429,7.671232876712328,50.0,1.643835616438356,5260.273972602742
14,"(7,7,7,1.6,1.6,W/L,earnings)",7,7,7,1.6,1.6,W/L,earnings,63.333333333333336,8.219178082191782,63.333333333333336,8.219178082191782,,0.0,5260.273972602741
63,"(15,15,15,1.6,1.6,W/T,wins)",15,15,15,1.6,1.6,W/T,wins,69.6969696969697,9.04109589041096,68.18181818181819,6.027397260273973,72.72727272727273,3.0136986301369864,5260.273972602741
61,"(15,15,15,1.6,1.6,W/L,earnings)",15,15,15,1.6,1.6,W/L,earnings,74.07407407407408,7.397260273972603,72.22222222222223,4.931506849315069,77.77777777777777,2.4657534246575343,5260.273972602741
56,"(15,15,15,1.6,1.6,T/L,earnings)",15,15,15,1.6,1.6,T/L,earnings,74.07407407407408,7.397260273972603,72.22222222222223,4.931506849315069,77.77777777777777,2.4657534246575343,5260.273972602741
23,"(7,7,7,1.6,1.6,T/L,earnings)",7,7,7,1.6,1.6,T/L,earnings,63.333333333333336,8.219178082191782,63.333333333333336,8.219178082191782,,0.0,5260.273972602741
16,"(7,7,7,1.2,1.2,W/L,wins)",7,7,7,1.2,1.2,W/L,wins,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
5,"(7,7,7,0.8,0.8,T/L,wins)",7,7,7,0.8,0.8,T/L,wins,61.111111111111114,9.863013698630137,61.76470588235294,9.315068493150685,50.0,0.547945205479452,5260.27397260274
8,"(7,7,7,0.8,0.8,W/L,wins)",7,7,7,0.8,0.8,W/L,wins,61.111111111111114,9.863013698630137,61.76470588235294,9.315068493150685,50.0,0.547945205479452,5260.27397260274
25,"(7,7,7,1.2,1.2,T/L,wins)",7,7,7,1.2,1.2,T/L,wins,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
36,"(15,15,15,0.8,0.8,W/L,wins)",15,15,15,0.8,0.8,W/L,wins,58.333333333333336,19.726027397260275,62.5,8.767123287671232,55.0,10.95890410958904,5260.273972602739
40,"(15,15,15,0.8,0.8,T/L,wins)",15,15,15,0.8,0.8,T/L,wins,58.333333333333336,19.726027397260275,62.5,8.767123287671232,55.0,10.95890410958904,5260.273972602739
43,"(15,15,15,1.6,1.6,T/L,wins)",15,15,15,1.6,1.6,T/L,wins,78.26086956521739,6.301369863013699,75.0,4.383561643835616,85.71428571428571,1.917808219178082,5260.273972602739
9,"(7,7,7,1.2,1.2,W-L,wins)",7,7,7,1.2,1.2,W-L,wins,56.41025641025641,10.684931506849315,62.5,8.767123287671232,28.571428571428573,1.917808219178082,5260.273972602739
53,"(15,15,15,1.6,1.6,W/L,wins)",15,15,15,1.6,1.6,W/L,wins,78.26086956521739,6.301369863013699,75.0,4.383561643835616,85.71428571428571,1.917808219178082,5260.273972602739
26,"(7,7,7,1.2,1.2,T/L,earnings)",7,7,7,1.2,1.2,T/L,earnings,56.41025641025641,10.684931506849315,62.5,8.767123287671232,28.571428571428573,1.917808219178082,5260.273972602739
24,"(7,7,7,1.2,1.2,W/L,earnings)",7,7,7,1.2,1.2,W/L,earnings,56.41025641025641,10.684931506849315,62.5,8.767123287671232,28.571428571428573,1.917808219178082,5260.273972602739
54,"(15,15,15,1.6,1.6,W/T,earnings)",15,15,15,1.6,1.6,W/T,earnings,70.96774193548387,8.493150684931507,70.58823529411765,4.657534246575342,71.42857142857143,3.835616438356164,4602.739726027398
50,"(15,15,15,1.6,1.6,W-L,earnings)",15,15,15,1.6,1.6,W-L,earnings,74.07407407407408,7.397260273972603,70.58823529411765,4.657534246575342,80.0,2.73972602739726,4602.739726027398
86,"(30,30,30,1.2,1.2,T/L,earnings)",30,30,30,1.2,1.2,T/L,earnings,59.375,8.767123287671232,62.96296296296296,7.397260273972603,40.0,1.36986301369863,4602.739726027397
89,"(30,30,30,1.2,1.2,W/L,earnings)",30,30,30,1.2,1.2,W/L,earnings,59.375,8.767123287671232,62.96296296296296,7.397260273972603,40.0,1.36986301369863,4602.739726027397
27,"(7,7,7,1.6,1.6,T/L,wins)",7,7,7,1.6,1.6,T/L,wins,61.29032258064516,8.493150684931507,61.29032258064516,8.493150684931507,,0.0,4602.739726027397
28,"(7,7,7,1.6,1.6,W/L,wins)",7,7,7,1.6,1.6,W/L,wins,61.29032258064516,8.493150684931507,61.29032258064516,8.493150684931507,,0.0,4602.739726027397
78,"(30,30,30,0.8,0.8,W/T,wins)",30,30,30,0.8,0.8,W/T,wins,52.63157894736842,31.232876712328768,53.68421052631579,26.027397260273972,47.36842105263158,5.205479452054795,4602.739726027395
103,"(60,60,60,1.2,1.2,W/L,wins)",60,60,60,1.2,1.2,W/L,wins,68.42105263157895,5.205479452054795,71.42857142857143,3.835616438356164,60.0,1.36986301369863,3945.2054794520554
126,"(60,60,60,1.2,1.2,T/L,wins)",60,60,60,1.2,1.2,T/L,wins,68.42105263157895,5.205479452054795,71.42857142857143,3.835616438356164,60.0,1.36986301369863,3945.2054794520554
58,"(15,15,15,1.2,1.2,W/L,wins)",15,15,15,1.2,1.2,W/L,wins,61.53846153846154,10.684931506849315,65.0,5.47945205479452,57.89473684210526,5.205479452054795,3945.2054794520545
41,"(15,15,15,1.2,1.2,T/L,wins)",15,15,15,1.2,1.2,T/L,wins,61.53846153846154,10.684931506849315,65.0,5.47945205479452,57.89473684210526,5.205479452054795,3945.2054794520545
124,"(60,60,60,0.8,0.8,T/L,wins)",60,60,60,0.8,0.8,T/L,wins,65.21739130434783,6.301369863013699,66.66666666666667,4.109589041095891,62.5,2.191780821917808,3287.671232876714
106,"(60,60,60,0.8,0.8,W/L,wins)",60,60,60,0.8,0.8,W/L,wins,65.21739130434783,6.301369863013699,66.66666666666667,4.109589041095891,62.5,2.191780821917808,3287.671232876714
85,"(30,30,30,0.8,0.8,T/L,wins)",30,30,30,0.8,0.8,T/L,wins,55.172413793103445,7.945205479452055,60.0,6.8493150684931505,25.0,1.095890410958904,3287.6712328767126
83,"(30,30,30,0.8,0.8,W/L,wins)",30,30,30,0.8,0.8,W/L,wins,55.172413793103445,7.945205479452055,60.0,6.8493150684931505,25.0,1.095890410958904,3287.6712328767126
93,"(30,30,30,1.2,1.2,T/L,wins)",30,30,30,1.2,1.2,T/L,wins,63.1578947368421,5.205479452054795,63.1578947368421,5.205479452054795,,0.0,3287.6712328767117
77,"(30,30,30,1.2,1.2,W/L,wins)",30,30,30,1.2,1.2,W/L,wins,63.1578947368421,5.205479452054795,63.1578947368421,5.205479452054795,,0.0,3287.6712328767117
88,"(30,30,30,1.6,1.6,W/T,wins)",30,30,30,1.6,1.6,W/T,wins,56.52173913043478,6.301369863013699,63.1578947368421,5.205479452054795,25.0,1.095890410958904,3287.6712328767117
109,"(60,60,60,0.8,0.8,W-L,earnings)",60,60,60,0.8,0.8,W-L,earnings,50.0,16.986301369863014,57.142857142857146,7.671232876712328,44.11764705882353,9.315068493150685,2630.136986301371
122,"(60,60,60,1.6,1.6,T/L,wins)",60,60,60,1.6,1.6,T/L,wins,61.53846153846154,3.5616438356164384,66.66666666666667,3.287671232876712,0.0,0.273972602739726,2630.13698630137
102,"(60,60,60,1.6,1.6,W/L,wins)",60,60,60,1.6,1.6,W/L,wins,61.53846153846154,3.5616438356164384,66.66666666666667,3.287671232876712,0.0,0.273972602739726,2630.13698630137
115,"(60,60,60,1.2,1.2,W/T,wins)",60,60,60,1.2,1.2,W/T,wins,56.81818181818182,12.054794520547945,57.69230769230769,7.123287671232877,55.55555555555556,4.931506849315069,2630.13698630137
121,"(60,60,60,1.6,1.6,T/L,earnings)",60,60,60,1.6,1.6,T/L,earnings,63.1578947368421,5.205479452054795,66.66666666666667,2.4657534246575343,60.0,2.73972602739726,1972.6027397260282
97,"(60,60,60,1.6,1.6,W/L,earnings)",60,60,60,1.6,1.6,W/L,earnings,63.1578947368421,5.205479452054795,66.66666666666667,2.4657534246575343,60.0,2.73972602739726,1972.6027397260282
73,"(30,30,30,1.6,1.6,W/L,earnings)",30,30,30,1.6,1.6,W/L,earnings,53.333333333333336,4.109589041095891,61.53846153846154,3.5616438356164384,0.0,0.547945205479452,1972.602739726028
119,"(60,60,60,0.4,0.4,T/L,wins)",60,60,60,0.4,0.4,T/L,wins,50.0,17.534246575342465,53.84615384615385,10.684931506849315,44.0,6.8493150684931505,1972.602739726028
94,"(30,30,30,1.6,1.6,T/L,earnings)",30,30,30,1.6,1.6,T/L,earnings,53.333333333333336,4.109589041095891,61.53846153846154,3.5616438356164384,0.0,0.547945205479452,1972.602739726028
104,"(60,60,60,0.4,0.4,W/L,wins)",60,60,60,0.4,0.4,W/L,wins,50.0,17.534246575342465,53.84615384615385,10.684931506849315,44.0,6.8493150684931505,1972.602739726028
91,"(30,30,30,1.6,1.6,W/L,wins)",30,30,30,1.6,1.6,W/L,wins,63.63636363636363,3.0136986301369864,63.63636363636363,3.0136986301369864,,0.0,1972.6027397260268
101,"(60,60,60,1.2,1.2,W/L,earnings)",60,60,60,1.2,1.2,W/L,earnings,61.53846153846154,7.123287671232877,63.63636363636363,3.0136986301369864,60.0,4.109589041095891,1972.6027397260268
95,"(30,30,30,1.6,1.6,T/L,wins)",30,30,30,1.6,1.6,T/L,wins,63.63636363636363,3.0136986301369864,63.63636363636363,3.0136986301369864,,0.0,1972.6027397260268
127,"(60,60,60,1.2,1.2,T/L,earnings)",60,60,60,1.2,1.2,T/L,earnings,61.53846153846154,7.123287671232877,63.63636363636363,3.0136986301369864,60.0,4.109589041095891,1972.6027397260268
98,"(60,60,60,0.8,0.8,W/L,earnings)",60,60,60,0.8,0.8,W/L,earnings,51.724137931034484,15.89041095890411,55.172413793103445,7.945205479452055,48.275862068965516,7.945205479452055,1972.602739726026
123,"(60,60,60,0.8,0.8,T/L,earnings)",60,60,60,0.8,0.8,T/L,earnings,51.724137931034484,15.89041095890411,55.172413793103445,7.945205479452055,48.275862068965516,7.945205479452055,1972.602739726026
110,"(60,60,60,0.8,0.8,W/T,earnings)",60,60,60,0.8,0.8,W/T,earnings,48.38709677419355,16.986301369863014,53.333333333333336,8.219178082191782,43.75,8.767123287671232,1315.0684931506862
117,"(60,60,60,1.2,1.2,W/T,earnings)",60,60,60,1.2,1.2,W/T,earnings,56.25,8.767123287671232,58.333333333333336,3.287671232876712,55.0,5.47945205479452,1315.068493150685
105,"(60,60,60,1.6,1.6,W-L,wins)",60,60,60,1.6,1.6,W-L,wins,61.904761904761905,5.7534246575342465,66.66666666666667,1.643835616438356,60.0,4.109589041095891,1315.068493150685
112,"(60,60,60,1.2,1.2,W-L,earnings)",60,60,60,1.2,1.2,W-L,earnings,57.142857142857146,7.671232876712328,60.0,2.73972602739726,55.55555555555556,4.931506849315069,1315.0684931506848
120,"(60,60,60,1.6,1.6,W/T,earnings)",60,60,60,1.6,1.6,W/T,earnings,61.904761904761905,5.7534246575342465,62.5,2.191780821917808,61.53846153846154,3.5616438356164384,1315.0684931506848
107,"(60,60,60,1.6,1.6,W-L,earnings)",60,60,60,1.6,1.6,W-L,earnings,59.09090909090909,6.027397260273973,57.142857142857146,1.917808219178082,60.0,4.109589041095891,657.5342465753428
113,"(60,60,60,1.6,1.6,W/T,wins)",60,60,60,1.6,1.6,W/T,wins,60.869565217391305,6.301369863013699,55.55555555555556,2.4657534246575343,64.28571428571429,3.835616438356164,657.5342465753426
108,"(60,60,60,1.2,1.2,W-L,wins)",60,60,60,1.2,1.2,W-L,wins,55.172413793103445,7.945205479452055,54.54545454545455,3.0136986301369864,55.55555555555556,4.931506849315069,657.5342465753426
84,"(30,30,30,1.6,1.6,W/T,earnings)",30,30,30,1.6,1.6,W/T,earnings,50.0,4.383561643835616,53.84615384615385,3.5616438356164384,33.333333333333336,0.821917808219178,657.5342465753425
71,"(30,30,30,1.6,1.6,W-L,wins)",30,30,30,1.6,1.6,W-L,wins,52.94117647058823,4.657534246575342,53.84615384615385,3.5616438356164384,50.0,1.095890410958904,657.5342465753425
70,"(30,30,30,1.6,1.6,W-L,earnings)",30,30,30,1.6,1.6,W-L,earnings,50.0,4.383561643835616,53.84615384615385,3.5616438356164384,33.333333333333336,0.821917808219178,657.5342465753425
