Unnamed: 0,summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria,criteria3,proyected_part_above,criteria2
48,"(15,15,15,0.8,0.8,W/T,earnings)",15,15,15,0.8,0.8,W/T,earnings,53.48837209302326,35.342465753424655,64.70588235294117,18.63013698630137,40.98360655737705,16.71232876712329,0.05479452054794522,665.6889605157131,93.15068493150685,0.27397260273972607
33,"(15,15,15,0.8,0.8,W-L,earnings)",15,15,15,0.8,0.8,W-L,earnings,52.77777777777778,29.58904109589041,64.15094339622641,14.52054794520548,41.81818181818182,15.068493150684931,0.0410958904109589,656.0299819074696,72.60273972602741,0.2054794520547945
35,"(15,15,15,0.4,0.4,T/L,wins)",15,15,15,0.4,0.4,T/L,wins,49.375,43.83561643835616,63.9344262295082,16.71232876712329,40.4040404040404,27.12328767123288,0.04657534246575344,656.0565910622053,83.56164383561645,0.23287671232876722
42,"(15,15,15,0.4,0.4,W/L,wins)",15,15,15,0.4,0.4,W/L,wins,49.375,43.83561643835616,63.9344262295082,16.71232876712329,40.4040404040404,27.12328767123288,0.04657534246575344,656.0565910622053,83.56164383561645,0.23287671232876722
51,"(15,15,15,0.8,0.8,W/T,wins)",15,15,15,0.8,0.8,W/T,wins,52.06611570247934,33.15068493150685,63.49206349206349,17.26027397260274,39.6551724137931,15.89041095890411,0.046575342465753414,652.1809088932375,86.30136986301369,0.23287671232876703
47,"(15,15,15,0.4,0.4,T/L,earnings)",15,15,15,0.4,0.4,T/L,earnings,48.57142857142857,57.53424657534247,63.38028169014085,19.45205479452055,41.00719424460432,38.08219178082192,0.05205479452054796,653.2548716959291,97.26027397260275,0.2602739726027398
32,"(15,15,15,0.4,0.4,W/L,earnings)",15,15,15,0.4,0.4,W/L,earnings,48.57142857142857,57.53424657534247,63.38028169014085,19.45205479452055,41.00719424460432,38.08219178082192,0.05205479452054796,653.2548716959291,97.26027397260275,0.2602739726027398
49,"(15,15,15,0.8,0.8,W-L,wins)",15,15,15,0.8,0.8,W-L,wins,55.08474576271186,32.32876712328767,63.38028169014085,19.45205479452055,42.5531914893617,12.876712328767123,0.05205479452054796,653.2548716959291,97.26027397260275,0.2602739726027398
45,"(15,15,15,0.4,0.4,W-L,earnings)",15,15,15,0.4,0.4,W-L,earnings,49.7737556561086,60.54794520547945,63.333333333333336,24.65753424657534,40.458015267175576,35.89041095890411,0.06575342465753428,657.9908675799087,100.0,0.26666666666666683
34,"(15,15,15,0.4,0.4,W/T,earnings)",15,15,15,0.4,0.4,W/T,earnings,48.401826484018265,60.0,62.5,24.10958904109589,38.93129770992366,35.89041095890411,0.06027397260273973,649.1095890410959,100.0,0.25
111,"(60,60,60,0.8,0.8,W-L,wins)",60,60,60,0.8,0.8,W-L,wins,55.12820512820513,21.36986301369863,60.869565217391305,12.602739726027398,46.875,8.767123287671232,0.027397260273972615,621.2983918999404,63.013698630136986,0.13698630136986306
37,"(15,15,15,0.4,0.4,W-L,wins)",15,15,15,0.4,0.4,W-L,wins,49.814126394052046,73.6986301369863,60.283687943262414,38.63013698630137,38.28125,35.06849315068493,0.07945205479452062,641.4670164189256,100.0,0.2056737588652484
90,"(30,30,30,1.2,1.2,W/T,wins)",30,30,30,1.2,1.2,W/T,wins,57.89473684210526,15.616438356164384,60.0,13.6986301369863,42.85714285714285,1.917808219178082,0.027397260273972594,613.6986301369863,68.49315068493149,0.13698630136986295
118,"(60,60,60,0.8,0.8,W/T,wins)",60,60,60,0.8,0.8,W/T,wins,53.191489361702125,25.753424657534246,59.67741935483871,16.986301369863014,40.625,8.767123287671232,0.032876712328767134,613.7604949182501,84.93150684931507,0.16438356164383566
62,"(15,15,15,0.4,0.4,W/T,wins)",15,15,15,0.4,0.4,W/T,wins,48.61660079051384,69.31506849315069,59.2,34.24657534246575,38.28125,35.06849315068493,0.06301369863013703,626.2465753424658,100.0,0.18400000000000016
82,"(30,30,30,0.4,0.4,W/T,wins)",30,30,30,0.4,0.4,W/T,wins,56.35593220338984,64.65753424657534,58.333333333333336,52.602739726027394,47.72727272727273,12.054794520547944,0.08767123287671236,635.9360730593608,100.0,0.16666666666666674
67,"(30,30,30,0.8,0.8,W-L,earnings)",30,30,30,0.8,0.8,W-L,earnings,53.93258426966292,24.383561643835616,57.74647887323944,19.45205479452055,38.888888888888886,4.931506849315069,0.030136986301369868,596.9168435269149,97.26027397260275,0.15068493150684933
76,"(30,30,30,0.8,0.8,W/T,earnings)",30,30,30,0.8,0.8,W/T,earnings,54.255319148936174,25.753424657534246,57.74647887323944,19.45205479452055,43.47826086956522,6.301369863013699,0.030136986301369868,596.9168435269149,97.26027397260275,0.15068493150684933
87,"(30,30,30,0.8,0.8,T/L,earnings)",30,30,30,0.8,0.8,T/L,earnings,53.68421052631579,26.02739726027397,57.53424657534247,20.0,40.90909090909091,6.027397260273973,0.030136986301369895,595.3424657534247,100.0,0.15068493150684947
75,"(30,30,30,0.8,0.8,W/L,earnings)",30,30,30,0.8,0.8,W/L,earnings,53.68421052631579,26.02739726027397,57.53424657534247,20.0,40.90909090909091,6.027397260273973,0.030136986301369895,595.3424657534247,100.0,0.15068493150684947
64,"(30,30,30,0.8,0.8,W-L,wins)",30,30,30,0.8,0.8,W-L,wins,53.40909090909091,24.10958904109589,57.142857142857146,19.17808219178082,38.888888888888886,4.931506849315069,0.027397260273972632,590.6066536203523,95.8904109589041,0.13698630136986314
72,"(30,30,30,0.4,0.4,W/L,wins)",30,30,30,0.4,0.4,W/L,wins,54.629629629629626,29.58904109589041,57.142857142857146,23.013698630136982,45.833333333333336,6.575342465753424,0.032876712328767155,594.4422700587085,100.0,0.14285714285714302
74,"(30,30,30,0.4,0.4,T/L,wins)",30,30,30,0.4,0.4,T/L,wins,54.629629629629626,29.58904109589041,57.142857142857146,23.013698630136982,45.833333333333336,6.575342465753424,0.032876712328767155,594.4422700587085,100.0,0.14285714285714302
116,"(60,60,60,0.4,0.4,W/T,wins)",60,60,60,0.4,0.4,W/T,wins,54.02843601895734,57.80821917808219,56.95364238410596,41.36986301369863,46.66666666666666,16.438356164383563,0.05753424657534248,610.9062868547582,100.0,0.13907284768211925
80,"(30,30,30,0.4,0.4,T/L,earnings)",30,30,30,0.4,0.4,T/L,earnings,53.11004784688996,57.26027397260274,55.78231292517007,40.273972602739725,46.774193548387096,16.986301369863014,0.046575342465753476,598.0971018544404,100.0,0.11564625850340149
81,"(30,30,30,0.4,0.4,W/L,earnings)",30,30,30,0.4,0.4,W/L,earnings,53.11004784688996,57.26027397260274,55.78231292517007,40.273972602739725,46.774193548387096,16.986301369863014,0.046575342465753476,598.0971018544404,100.0,0.11564625850340149
125,"(60,60,60,0.4,0.4,T/L,earnings)",60,60,60,0.4,0.4,T/L,earnings,52.60115606936416,47.397260273972606,55.55555555555556,29.58904109589041,47.69230769230769,17.80821917808219,0.03287671232876714,585.1445966514459,100.0,0.11111111111111116
100,"(60,60,60,0.4,0.4,W/L,earnings)",60,60,60,0.4,0.4,W/L,earnings,52.60115606936416,47.397260273972606,55.55555555555556,29.58904109589041,47.69230769230769,17.80821917808219,0.03287671232876714,585.1445966514459,100.0,0.11111111111111116
66,"(30,30,30,0.4,0.4,W-L,wins)",30,30,30,0.4,0.4,W-L,wins,52.70935960591133,55.61643835616438,55.47945205479452,40.0,45.6140350877193,15.616438356164384,0.043835616438356165,594.7945205479452,100.0,0.1095890410958904
99,"(60,60,60,0.4,0.4,W-L,wins)",60,60,60,0.4,0.4,W-L,wins,50.609756097560975,44.93150684931507,55.23809523809524,28.767123287671232,42.3728813559322,16.164383561643834,0.03013698630136988,581.1480756686236,100.0,0.10476190476190483
114,"(60,60,60,0.4,0.4,W/T,earnings)",60,60,60,0.4,0.4,W/T,earnings,51.74418604651163,47.12328767123287,55.23809523809524,28.767123287671232,46.26865671641791,18.356164383561644,0.03013698630136988,581.1480756686236,100.0,0.10476190476190483
96,"(60,60,60,0.4,0.4,W-L,earnings)",60,60,60,0.4,0.4,W-L,earnings,51.19047619047619,46.02739726027397,55.23809523809524,28.767123287671232,44.44444444444444,17.26027397260274,0.03013698630136988,581.1480756686236,100.0,0.10476190476190483
65,"(30,30,30,0.4,0.4,W-L,earnings)",30,30,30,0.4,0.4,W-L,earnings,52.26130653266332,54.52054794520548,55.172413793103445,39.72602739726028,44.44444444444444,14.794520547945206,0.04109589041095891,591.4501653282947,100.0,0.10344827586206895
79,"(30,30,30,0.4,0.4,W/T,earnings)",30,30,30,0.4,0.4,W/T,earnings,52.63157894736842,57.26027397260274,55.172413793103445,39.72602739726028,46.875,17.534246575342465,0.04109589041095891,591.4501653282947,100.0,0.10344827586206895
119,"(60,60,60,0.4,0.4,T/L,wins)",60,60,60,0.4,0.4,T/L,wins,50.0,17.534246575342465,53.84615384615385,10.684931506849315,44.0,6.849315068493151,0.008219178082191777,549.1464699683878,53.42465753424658,0.04109589041095888
104,"(60,60,60,0.4,0.4,W/L,wins)",60,60,60,0.4,0.4,W/L,wins,50.0,17.534246575342465,53.84615384615385,10.684931506849315,44.0,6.849315068493151,0.008219178082191777,549.1464699683878,53.42465753424658,0.04109589041095888
78,"(30,30,30,0.8,0.8,W/T,wins)",30,30,30,0.8,0.8,W/T,wins,52.63157894736842,31.232876712328768,53.68421052631579,26.02739726027397,47.36842105263158,5.205479452054795,0.019178082191780823,562.8695025234318,100.0,0.0736842105263158
