Unnamed: 0,summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria,criteria3,proyected_part_above,criteria2
92,"(30,30,30,0.8,0.8,T/L,wins)",30,30,30,0.8,0.8,T/L,wins,50.526315789473685,26.02739726027397,58.8235294117647,13.972602739726028,40.90909090909091,12.054794520547944,0.02465753424657535,602.207896857373,69.86301369863014,0.12328767123287675
115,"(60,60,60,0.4,0.4,W/T,wins)",60,60,60,0.4,0.4,W/T,wins,52.91970802919708,75.06849315068493,58.62068965517241,47.67123287671233,43.0,27.3972602739726,0.08219178082191776,633.8781294284365,100.0,0.17241379310344818
114,"(60,60,60,1.2,1.2,W/T,wins)",60,60,60,1.2,1.2,W/T,wins,54.7008547008547,32.054794520547944,58.333333333333336,26.301369863013697,38.095238095238095,5.753424657534247,0.04383561643835618,609.6347031963471,100.0,0.16666666666666674
97,"(60,60,60,1.2,1.2,W/L,earnings)",60,60,60,1.2,1.2,W/L,earnings,54.71698113207548,29.04109589041096,58.24175824175824,24.931506849315067,33.333333333333336,4.109589041095891,0.04109589041095892,607.3490892668974,100.0,0.16483516483516492
121,"(60,60,60,1.2,1.2,T/L,earnings)",60,60,60,1.2,1.2,T/L,earnings,54.71698113207548,29.04109589041096,58.24175824175824,24.931506849315067,33.333333333333336,4.109589041095891,0.04109589041095892,607.3490892668974,100.0,0.16483516483516492
70,"(30,30,30,0.8,0.8,W-L,wins)",30,30,30,0.8,0.8,W-L,wins,50.64935064935065,42.19178082191781,58.16326530612245,26.84931506849315,37.5,15.342465753424657,0.04383561643835616,608.4819681297176,100.0,0.16326530612244894
119,"(60,60,60,1.6,1.6,T/L,earnings)",60,60,60,1.6,1.6,T/L,earnings,56.52173913043478,12.602739726027398,58.13953488372093,11.780821917808218,33.333333333333336,0.821917808219178,0.019178082191780826,593.1761707550174,58.90410958904109,0.09589041095890416
98,"(60,60,60,1.6,1.6,W/L,earnings)",60,60,60,1.6,1.6,W/L,earnings,56.52173913043478,12.602739726027398,58.13953488372093,11.780821917808218,33.333333333333336,0.821917808219178,0.019178082191780826,593.1761707550174,58.90410958904109,0.09589041095890416
103,"(60,60,60,0.4,0.4,W-L,wins)",60,60,60,0.4,0.4,W-L,wins,52.075471698113205,72.6027397260274,57.89473684210526,46.84931506849315,41.48936170212766,25.753424657534246,0.07397260273972604,625.7966834895458,100.0,0.1578947368421053
71,"(30,30,30,1.2,1.2,W-L,wins)",30,30,30,1.2,1.2,W-L,wins,54.16666666666666,19.726027397260275,57.407407407407405,14.794520547945206,44.44444444444444,4.931506849315069,0.021917808219178082,588.8685946220193,73.97260273972603,0.10958904109589042
7,"(7,7,7,0.4,0.4,W/T,wins)",7,7,7,0.4,0.4,W/T,wins,52.8023598820059,92.87671232876713,57.34767025089606,76.43835616438356,31.666666666666668,16.438356164383563,0.11232876712328764,649.9150586733441,100.0,0.1469534050179211
80,"(30,30,30,0.4,0.4,W/L,wins)",30,30,30,0.4,0.4,W/L,wins,48.32535885167464,57.26027397260274,57.27272727272727,30.136986301369863,38.38383838383838,27.12328767123288,0.04383561643835618,602.8642590286427,100.0,0.1454545454545455
72,"(30,30,30,0.4,0.4,T/L,wins)",30,30,30,0.4,0.4,T/L,wins,48.32535885167464,57.26027397260274,57.27272727272727,30.136986301369863,38.38383838383838,27.12328767123288,0.04383561643835618,602.8642590286427,100.0,0.1454545454545455
0,"(7,7,7,0.4,0.4,W-L,wins)",7,7,7,0.4,0.4,W-L,wins,52.44956772334294,95.06849315068492,57.0446735395189,79.72602739726027,28.571428571428573,15.342465753424657,0.11232876712328761,650.1727627924492,100.0,0.14089347079037795
43,"(15,15,15,0.4,0.4,W/T,wins)",15,15,15,0.4,0.4,W/T,wins,50.21459227467811,63.83561643835616,57.03703703703704,36.98630136986301,40.81632653061224,26.84931506849315,0.05205479452054797,607.3566717402334,100.0,0.14074074074074083
105,"(60,60,60,1.2,1.2,W-L,earnings)",60,60,60,1.2,1.2,W-L,earnings,53.389830508474574,32.32876712328767,57.0,27.3972602739726,33.333333333333336,4.931506849315069,0.038356164383561674,597.3972602739726,100.0,0.14000000000000012
113,"(60,60,60,1.2,1.2,W/T,earnings)",60,60,60,1.2,1.2,W/T,earnings,53.78151260504202,32.602739726027394,57.0,27.3972602739726,36.8421052631579,5.205479452054795,0.038356164383561674,597.3972602739726,100.0,0.14000000000000012
59,"(15,15,15,0.8,0.8,W-L,wins)",15,15,15,0.8,0.8,W-L,wins,49.693251533742334,44.65753424657535,56.60377358490566,29.04109589041096,36.8421052631579,15.616438356164384,0.03835616438356164,595.0788317394675,100.0,0.13207547169811318
32,"(15,15,15,0.4,0.4,W/T,earnings)",15,15,15,0.4,0.4,W/T,earnings,48.19277108433735,68.21917808219177,56.493506493506494,42.19178082191781,34.73684210526316,26.02739726027397,0.05479452054794523,607.1268457569828,100.0,0.1298701298701299
111,"(60,60,60,1.2,1.2,W-L,wins)",60,60,60,1.2,1.2,W-L,wins,49.27536231884058,37.80821917808219,56.43564356435643,27.671232876712327,29.72972972972973,10.136986301369864,0.03561643835616435,592.0276685202766,100.0,0.1287128712871286
100,"(60,60,60,0.8,0.8,W-L,earnings)",60,60,60,0.8,0.8,W-L,earnings,50.526315789473685,52.05479452054794,56.42857142857143,38.35616438356164,34.0,13.6986301369863,0.04931506849315068,602.641878669276,100.0,0.12857142857142856
74,"(30,30,30,0.4,0.4,W/T,wins)",30,30,30,0.4,0.4,W/T,wins,49.35064935064935,63.28767123287671,56.42857142857143,38.35616438356164,38.46153846153846,24.931506849315067,0.04931506849315068,602.641878669276,100.0,0.12857142857142856
57,"(15,15,15,0.8,0.8,W/L,earnings)",15,15,15,0.8,0.8,W/L,earnings,50.0,24.10958904109589,56.36363636363637,15.068493150684931,39.39393939393939,9.04109589041096,0.019178082191780844,578.7048567870486,75.34246575342466,0.09589041095890423
60,"(15,15,15,0.8,0.8,T/L,earnings)",15,15,15,0.8,0.8,T/L,earnings,50.0,24.10958904109589,56.36363636363637,15.068493150684931,39.39393939393939,9.04109589041096,0.019178082191780844,578.7048567870486,75.34246575342466,0.09589041095890423
65,"(30,30,30,0.4,0.4,W-L,earnings)",30,30,30,0.4,0.4,W-L,earnings,50.0,70.13698630136986,56.2874251497006,45.75342465753425,38.20224719101124,24.383561643835616,0.05753424657534256,608.6276761545403,100.0,0.1257485029940122
51,"(15,15,15,0.4,0.4,W-L,earnings)",15,15,15,0.4,0.4,W-L,earnings,47.983870967741936,67.94520547945206,56.12903225806452,42.465753424657535,34.40860215053763,25.47945205479452,0.05205479452054804,603.7560760053028,100.0,0.12258064516129052
79,"(30,30,30,0.4,0.4,W/T,earnings)",30,30,30,0.4,0.4,W/T,earnings,50.0,69.58904109589041,56.09756097560975,44.93150684931507,38.888888888888886,24.65753424657534,0.05479452054794516,605.9071166054126,100.0,0.12195121951219501
35,"(15,15,15,0.4,0.4,W/L,earnings)",15,15,15,0.4,0.4,W/L,earnings,48.16326530612245,67.12328767123287,55.92105263157895,41.64383561643836,35.483870967741936,25.47945205479452,0.049315068493150704,600.8543619322278,100.0,0.11842105263157898
52,"(15,15,15,0.4,0.4,T/L,earnings)",15,15,15,0.4,0.4,T/L,earnings,48.16326530612245,67.12328767123287,55.92105263157895,41.64383561643836,35.483870967741936,25.47945205479452,0.049315068493150704,600.8543619322278,100.0,0.11842105263157898
81,"(30,30,30,0.4,0.4,T/L,earnings)",30,30,30,0.4,0.4,T/L,earnings,49.6031746031746,69.04109589041096,55.90062111801242,44.10958904109589,38.46153846153846,24.931506849315067,0.05205479452054789,603.1158002212201,100.0,0.11801242236024834
78,"(30,30,30,0.4,0.4,W/L,earnings)",30,30,30,0.4,0.4,W/L,earnings,49.6031746031746,69.04109589041096,55.90062111801242,44.10958904109589,38.46153846153846,24.931506849315067,0.05205479452054789,603.1158002212201,100.0,0.11801242236024834
117,"(60,60,60,0.8,0.8,W/T,earnings)",60,60,60,0.8,0.8,W/T,earnings,50.0,52.05479452054794,55.71428571428572,38.35616438356164,34.0,13.6986301369863,0.04383561643835626,595.4990215264189,100.0,0.11428571428571455
102,"(60,60,60,0.8,0.8,W-L,wins)",60,60,60,0.8,0.8,W-L,wins,50.75376884422111,54.52054794520548,55.55555555555556,36.98630136986301,40.625,17.534246575342465,0.041095890410958916,592.5418569254185,100.0,0.11111111111111116
109,"(60,60,60,0.8,0.8,W/L,earnings)",60,60,60,0.8,0.8,W/L,earnings,49.45054945054945,49.86301369863013,55.30303030303031,36.16438356164384,34.0,13.6986301369863,0.038356164383561694,589.194686591947,100.0,0.10606060606060619
122,"(60,60,60,0.8,0.8,T/L,earnings)",60,60,60,0.8,0.8,T/L,earnings,49.45054945054945,49.86301369863013,55.30303030303031,36.16438356164384,34.0,13.6986301369863,0.038356164383561694,589.194686591947,100.0,0.10606060606060619
83,"(30,30,30,1.2,1.2,T/L,earnings)",30,30,30,1.2,1.2,T/L,earnings,53.6231884057971,18.90410958904109,55.10204081632653,13.424657534246576,50.0,5.47945205479452,0.013698630136986287,564.4450656975118,67.12328767123287,0.06849315068493143
88,"(30,30,30,1.2,1.2,W/L,earnings)",30,30,30,1.2,1.2,W/L,earnings,53.6231884057971,18.90410958904109,55.10204081632653,13.424657534246576,50.0,5.47945205479452,0.013698630136986287,564.4450656975118,67.12328767123287,0.06849315068493143
61,"(15,15,15,0.8,0.8,W/T,earnings)",15,15,15,0.8,0.8,W/T,earnings,50.0,34.52054794520548,54.44444444444444,24.65753424657534,38.888888888888886,9.863013698630136,0.021917808219178058,569.1019786910198,100.0,0.0888888888888888
82,"(30,30,30,1.2,1.2,W/T,wins)",30,30,30,1.2,1.2,W/T,wins,52.30769230769231,17.80821917808219,54.34782608695652,12.602739726027398,47.36842105263158,5.205479452054795,0.010958904109589062,556.0810005955926,63.013698630136986,0.054794520547945307
34,"(15,15,15,0.4,0.4,W-L,wins)",15,15,15,0.4,0.4,W-L,wins,48.84615384615385,71.23287671232876,54.18994413407821,49.04109589041096,37.03703703703704,22.19178082191781,0.04109589041095894,590.940537231193,100.0,0.08379888268156432
112,"(60,60,60,0.8,0.8,W/T,wins)",60,60,60,0.8,0.8,W/T,wins,48.93617021276596,51.50684931506849,54.13533834586466,36.43835616438356,36.36363636363637,15.068493150684931,0.03013698630136984,577.7917396230301,100.0,0.08270676691729317
53,"(15,15,15,0.8,0.8,W-L,earnings)",15,15,15,0.8,0.8,W-L,earnings,49.6124031007752,35.342465753424655,53.763440860215056,25.47945205479452,38.888888888888886,9.863013698630136,0.01917808219178086,563.113860656945,100.0,0.07526881720430123
48,"(15,15,15,0.8,0.8,W/T,wins)",15,15,15,0.8,0.8,W/T,wins,48.38709677419355,25.47945205479452,52.72727272727273,15.068493150684931,42.10526315789474,10.41095890410959,0.008219178082191766,542.3412204234122,75.34246575342466,0.04109589041095883
124,"(60,60,60,0.8,0.8,T/L,wins)",60,60,60,0.8,0.8,T/L,wins,39.75903614457831,22.73972602739726,47.5,10.95890410958904,32.55813953488372,11.780821917808218,-0.005479452054794513,485.958904109589,54.794520547945204,-0.027397260273972563
99,"(60,60,60,0.8,0.8,W/L,wins)",60,60,60,0.8,0.8,W/L,wins,39.75903614457831,22.73972602739726,47.5,10.95890410958904,32.55813953488372,11.780821917808218,-0.005479452054794513,485.958904109589,54.794520547945204,-0.027397260273972563
