Unnamed: 0,summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria,criteria3,proyected_part_above,criteria2
18,"(7,7,7,0.8,0.8,W/T,earnings)",7,7,7,0.8,0.8,W/T,earnings,74.07407407407408,14.794520547945206,74.07407407407408,14.794520547945206,,0.0,0.0712328767123288,755.535261288686,73.97260273972603,0.356164383561644
8,"(7,7,7,0.8,0.8,W/L,earnings)",7,7,7,0.8,0.8,W/L,earnings,73.07692307692308,14.246575342465754,73.07692307692308,14.246575342465754,,0.0,0.06575342465753427,745.0158061116966,71.23287671232876,0.3287671232876713
17,"(7,7,7,0.8,0.8,T/L,earnings)",7,7,7,0.8,0.8,T/L,earnings,73.07692307692308,14.246575342465754,73.07692307692308,14.246575342465754,,0.0,0.06575342465753427,745.0158061116966,71.23287671232876,0.3287671232876713
10,"(7,7,7,0.8,0.8,W-L,earnings)",7,7,7,0.8,0.8,W-L,earnings,72.72727272727273,15.068493150684931,72.72727272727273,15.068493150684931,,0.0,0.06849315068493154,742.3412204234123,75.34246575342466,0.34246575342465774
7,"(7,7,7,0.8,0.8,W-L,wins)",7,7,7,0.8,0.8,W-L,wins,72.0,13.6986301369863,72.0,13.6986301369863,,0.0,0.060273972602739714,733.6986301369863,68.49315068493149,0.3013698630136985
22,"(7,7,7,1.2,1.2,W/T,earnings)",7,7,7,1.2,1.2,W/T,earnings,71.42857142857143,11.506849315068491,71.42857142857143,11.506849315068491,,0.0,0.049315068493150684,725.7925636007828,57.53424657534246,0.24657534246575344
31,"(7,7,7,1.6,1.6,W-L,wins)",7,7,7,1.6,1.6,W-L,wins,71.05263157894737,10.41095890410959,71.05263157894737,10.41095890410959,,0.0,0.04383561643835617,720.9372746935834,52.05479452054795,0.21917808219178084
15,"(7,7,7,1.2,1.2,W/T,wins)",7,7,7,1.2,1.2,W/T,wins,70.73170731707317,11.232876712328768,70.73170731707317,11.232876712328768,,0.0,0.04657534246575345,718.5499498830605,56.16438356164384,0.23287671232876722
11,"(7,7,7,0.8,0.8,W/T,wins)",7,7,7,0.8,0.8,W/T,wins,70.6896551724138,15.89041095890411,70.6896551724138,15.89041095890411,,0.0,0.06575342465753423,722.786962683042,79.45205479452055,0.3287671232876712
6,"(7,7,7,0.4,0.4,W-L,earnings)",7,7,7,0.4,0.4,W-L,earnings,65.27777777777777,19.726027397260275,70.3125,17.534246575342465,25.0,2.191780821917808,0.07123287671232877,720.6592465753424,87.67123287671232,0.3561643835616438
27,"(7,7,7,0.8,0.8,W/L,wins)",7,7,7,0.8,0.8,W/L,wins,70.27027027027027,10.136986301369864,70.27027027027027,10.136986301369864,,0.0,0.041095890410958916,712.8396890040726,50.684931506849324,0.20547945205479462
29,"(7,7,7,1.6,1.6,W/T,earnings)",7,7,7,1.6,1.6,W/T,earnings,70.27027027027027,10.136986301369864,70.27027027027027,10.136986301369864,,0.0,0.041095890410958916,712.8396890040726,50.684931506849324,0.20547945205479462
12,"(7,7,7,0.8,0.8,T/L,wins)",7,7,7,0.8,0.8,T/L,wins,70.27027027027027,10.136986301369864,70.27027027027027,10.136986301369864,,0.0,0.041095890410958916,712.8396890040726,50.684931506849324,0.20547945205479462
16,"(7,7,7,1.2,1.2,W/L,earnings)",7,7,7,1.2,1.2,W/L,earnings,70.0,10.95890410958904,70.0,10.95890410958904,,0.0,0.04383561643835618,710.9589041095891,54.794520547945204,0.2191780821917809
14,"(7,7,7,0.4,0.4,T/L,wins)",7,7,7,0.4,0.4,T/L,wins,70.0,16.438356164383563,70.0,16.438356164383563,,0.0,0.06575342465753428,716.4383561643835,82.19178082191782,0.3287671232876714
9,"(7,7,7,1.2,1.2,T/L,earnings)",7,7,7,1.2,1.2,T/L,earnings,70.0,10.95890410958904,70.0,10.95890410958904,,0.0,0.04383561643835618,710.9589041095891,54.794520547945204,0.2191780821917809
0,"(7,7,7,0.4,0.4,W/L,wins)",7,7,7,0.4,0.4,W/L,wins,70.0,16.438356164383563,70.0,16.438356164383563,,0.0,0.06575342465753428,716.4383561643835,82.19178082191782,0.3287671232876714
4,"(7,7,7,0.4,0.4,W/T,earnings)",7,7,7,0.4,0.4,W/T,earnings,64.78873239436619,19.45205479452055,69.84126984126983,17.26027397260274,25.0,2.191780821917808,0.0684931506849315,715.672972385301,86.30136986301369,0.3424657534246574
19,"(7,7,7,1.2,1.2,W-L,earnings)",7,7,7,1.2,1.2,W-L,earnings,69.76744186046511,11.780821917808218,69.76744186046511,11.780821917808218,,0.0,0.04657534246575342,709.4552405224593,58.90410958904109,0.23287671232876717
13,"(7,7,7,1.2,1.2,W-L,wins)",7,7,7,1.2,1.2,W-L,wins,69.76744186046511,11.780821917808218,69.76744186046511,11.780821917808218,,0.0,0.04657534246575342,709.4552405224593,58.90410958904109,0.23287671232876717
1,"(7,7,7,0.4,0.4,W/T,wins)",7,7,7,0.4,0.4,W/T,wins,68.25396825396825,17.26027397260274,69.35483870967742,16.986301369863014,0.0,0.273972602739726,0.06575342465753427,710.5346884666372,84.93150684931507,0.3287671232876713
3,"(7,7,7,0.4,0.4,W/L,earnings)",7,7,7,0.4,0.4,W/L,earnings,63.76811594202898,18.90410958904109,68.85245901639344,16.71232876712329,25.0,2.191780821917808,0.06301369863013699,705.2369189310576,83.56164383561645,0.31506849315068497
