summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria,criteria2,criteria3,proyected_part_above
"(30,30,30,0.4,0.4,T/L,wins)",30,30,30,0.4,0.4,T/L,wins,47.05882352941177,55.89041095890411,56.52173913043478,18.90410958904109,42.22222222222222,36.98630136986301,0.02465753424657532,0.12328767123287662,584.1215008933889,94.52054794520546
"(7,7,7,0.4,0.4,W/T,earnings)",7,7,7,0.4,0.4,W/T,earnings,48.19277108433735,45.47945205479452,56.310679611650485,28.21917808219178,34.92063492063492,17.26027397260274,0.03561643835616437,0.12621359223300965,591.3259741986966,100.0
"(7,7,7,0.4,0.4,T/L,wins)",7,7,7,0.4,0.4,T/L,wins,51.79282868525896,68.76712328767124,54.77386934673367,54.52054794520548,40.38461538461539,14.246575342465754,0.05205479452054799,0.09547738693467345,602.2592414125422,100.0
"(7,7,7,0.4,0.4,W/L,wins)",7,7,7,0.4,0.4,W/L,wins,51.79282868525896,68.76712328767124,54.77386934673367,54.52054794520548,40.38461538461539,14.246575342465754,0.05205479452054799,0.09547738693467345,602.2592414125422,100.0
"(15,15,15,0.8,0.8,W/L,wins)",15,15,15,0.8,0.8,W/L,wins,50.76923076923077,17.80821917808219,53.191489361702125,12.876712328767123,44.44444444444444,4.931506849315069,0.008219178082191778,0.041095890410958895,544.7916059457883,64.38356164383562
"(15,15,15,0.8,0.8,T/L,wins)",15,15,15,0.8,0.8,T/L,wins,50.76923076923077,17.80821917808219,53.191489361702125,12.876712328767123,44.44444444444444,4.931506849315069,0.008219178082191778,0.041095890410958895,544.7916059457883,64.38356164383562
"(30,30,30,1.2,1.2,T/L,wins)",30,30,30,1.2,1.2,T/L,wins,54.16666666666666,13.150684931506849,52.5,10.95890410958904,62.5,2.191780821917808,0.005479452054794525,0.027397260273972626,535.9589041095891,54.794520547945204
"(30,30,30,1.2,1.2,W/L,wins)",30,30,30,1.2,1.2,W/L,wins,54.16666666666666,13.150684931506849,52.5,10.95890410958904,62.5,2.191780821917808,0.005479452054794525,0.027397260273972626,535.9589041095891,54.794520547945204
"(7,7,7,0.4,0.4,W/T,wins)",7,7,7,0.4,0.4,W/T,wins,49.53703703703704,59.17808219178082,52.40963855421687,45.47945205479452,40.0,13.6986301369863,0.021917808219178155,0.048192771084337505,569.5758375969632,100.0
"(30,30,30,0.8,0.8,W/L,wins)",30,30,30,0.8,0.8,W/L,wins,46.51162790697674,23.56164383561644,50.0,13.6986301369863,41.66666666666666,9.863013698630136,0.0,0.0,513.6986301369863,68.49315068493149
"(30,30,30,0.8,0.8,T/L,wins)",30,30,30,0.8,0.8,T/L,wins,46.51162790697674,23.56164383561644,50.0,13.6986301369863,41.66666666666666,9.863013698630136,0.0,0.0,513.6986301369863,68.49315068493149
