summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria,criteria2,criteria3,proyected_part_above
"(15,15,15,0.4,0.4,W/T,wins)",15,15,15,0.4,0.4,W/T,wins,55.55555555555556,27.12328767123288,70.73170731707317,11.232876712328768,44.82758620689656,15.89041095890411,0.04657534246575345,0.23287671232876722,718.5499498830605,56.16438356164384
"(60,60,60,0.4,0.4,W-L,wins)",60,60,60,0.4,0.4,W-L,wins,47.136563876651984,62.19178082191781,70.45454545454545,12.054794520547944,41.53005464480874,50.136986301369866,0.04931506849315069,0.24657534246575347,716.6002490660024,60.27397260273972
"(15,15,15,0.8,0.8,W/L,wins)",15,15,15,0.8,0.8,W/L,wins,56.92307692307692,17.80821917808219,70.27027027027027,10.136986301369864,39.285714285714285,7.671232876712328,0.041095890410958916,0.20547945205479462,712.8396890040726,50.684931506849324
"(15,15,15,0.8,0.8,T/L,wins)",15,15,15,0.8,0.8,T/L,wins,56.92307692307692,17.80821917808219,70.27027027027027,10.136986301369864,39.285714285714285,7.671232876712328,0.041095890410958916,0.20547945205479462,712.8396890040726,50.684931506849324
"(15,15,15,0.4,0.4,W-L,wins)",15,15,15,0.4,0.4,W-L,wins,55.45454545454545,30.136986301369863,67.9245283018868,14.52054794520548,43.85964912280702,15.616438356164384,0.052054794520547974,0.2602739726027399,693.7658309640734,72.60273972602741
"(15,15,15,0.4,0.4,W/L,wins)",15,15,15,0.4,0.4,W/L,wins,52.293577981651374,29.863013698630137,65.3061224489796,13.424657534246576,41.66666666666666,16.438356164383563,0.04109589041095892,0.2054794520547946,666.4858820240424,67.12328767123287
"(15,15,15,0.4,0.4,T/L,wins)",15,15,15,0.4,0.4,T/L,wins,52.293577981651374,29.863013698630137,65.3061224489796,13.424657534246576,41.66666666666666,16.438356164383563,0.04109589041095892,0.2054794520547946,666.4858820240424,67.12328767123287
"(60,60,60,0.4,0.4,T/L,wins)",60,60,60,0.4,0.4,T/L,wins,44.72361809045226,54.52054794520548,60.41666666666666,13.150684931506849,39.735099337748345,41.36986301369863,0.02739726027397259,0.13698630136986295,617.3173515981733,65.75342465753424
"(60,60,60,0.4,0.4,W/L,wins)",60,60,60,0.4,0.4,W/L,wins,44.72361809045226,54.52054794520548,60.41666666666666,13.150684931506849,39.735099337748345,41.36986301369863,0.02739726027397259,0.13698630136986295,617.3173515981733,65.75342465753424
"(7,7,7,0.4,0.4,W/L,earnings)",7,7,7,0.4,0.4,W/L,earnings,49.685534591194966,43.56164383561644,58.76288659793814,26.575342465753423,35.483870967741936,16.986301369863014,0.04657534246575343,0.17525773195876293,614.2042084451349,100.0
"(7,7,7,0.4,0.4,T/L,earnings)",7,7,7,0.4,0.4,T/L,earnings,49.685534591194966,43.56164383561644,58.76288659793814,26.575342465753423,35.483870967741936,16.986301369863014,0.04657534246575343,0.17525773195876293,614.2042084451349,100.0
"(7,7,7,0.4,0.4,W-L,earnings)",7,7,7,0.4,0.4,W-L,earnings,49.01960784313726,41.917808219178085,58.24175824175824,24.931506849315067,35.483870967741936,16.986301369863014,0.04109589041095892,0.16483516483516492,607.3490892668974,100.0
"(7,7,7,0.4,0.4,W-L,wins)",7,7,7,0.4,0.4,W-L,wins,53.52112676056338,77.8082191780822,56.59574468085106,64.38356164383562,38.775510204081634,13.424657534246576,0.08493150684931512,0.13191489361702136,630.3410084523463,100.0
"(7,7,7,0.4,0.4,W/T,earnings)",7,7,7,0.4,0.4,W/T,earnings,50.869565217391305,63.013698630136986,56.54761904761905,46.02739726027397,35.483870967741936,16.986301369863014,0.06027397260273982,0.13095238095238115,611.5035877364644,100.0
"(7,7,7,0.4,0.4,T/L,wins)",7,7,7,0.4,0.4,T/L,wins,53.38345864661654,72.87671232876713,56.42201834862385,59.72602739726028,39.583333333333336,13.150684931506849,0.07671232876712324,0.12844036697247696,623.9462108834988,100.0
"(7,7,7,0.4,0.4,W/L,wins)",7,7,7,0.4,0.4,W/L,wins,53.38345864661654,72.87671232876713,56.42201834862385,59.72602739726028,39.583333333333336,13.150684931506849,0.07671232876712324,0.12844036697247696,623.9462108834988,100.0
"(30,30,30,0.4,0.4,W-L,wins)",30,30,30,0.4,0.4,W-L,wins,47.549019607843135,55.89041095890411,56.16438356164384,20.0,42.74809160305343,35.89041095890411,0.024657534246575352,0.12328767123287676,581.6438356164384,100.0
"(7,7,7,0.4,0.4,W/T,wins)",7,7,7,0.4,0.4,W/T,wins,52.65151515151515,72.32876712328768,55.81395348837209,58.9041095890411,38.775510204081634,13.424657534246576,0.0684931506849315,0.11627906976744184,617.043644472762,100.0
"(30,30,30,0.4,0.4,W/T,wins)",30,30,30,0.4,0.4,W/T,wins,46.27659574468085,51.50684931506849,53.125,17.534246575342465,42.74193548387097,33.97260273972603,0.010958904109589041,0.0547945205479452,548.7842465753424,87.67123287671232
"(30,30,30,0.4,0.4,W/L,wins)",30,30,30,0.4,0.4,W/L,wins,44.55445544554456,55.342465753424655,53.03030303030303,18.08219178082192,40.44117647058823,37.26027397260274,0.010958904109589033,0.05479452054794516,548.3852220838522,90.41095890410959
"(30,30,30,0.4,0.4,T/L,wins)",30,30,30,0.4,0.4,T/L,wins,44.55445544554456,55.342465753424655,53.03030303030303,18.08219178082192,40.44117647058823,37.26027397260274,0.010958904109589033,0.05479452054794516,548.3852220838522,90.41095890410959
"(30,30,30,0.8,0.8,W/L,wins)",30,30,30,0.8,0.8,W/L,wins,50.0,26.301369863013697,49.01960784313726,13.972602739726028,51.11111111111112,12.32876712328767,-0.0027397260273972508,-0.013698630136986254,504.1686811710986,69.86301369863014
"(30,30,30,0.8,0.8,T/L,wins)",30,30,30,0.8,0.8,T/L,wins,50.0,26.301369863013697,49.01960784313726,13.972602739726028,51.11111111111112,12.32876712328767,-0.0027397260273972508,-0.013698630136986254,504.1686811710986,69.86301369863014
