summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria,criteria2,criteria3,proyected_part_above
"(15,15,15,0.4,0.4,W/L,wins)",15,15,15,0.4,0.4,W/L,wins,50.0,46.02739726027397,65.85365853658537,11.232876712328768,44.881889763779526,34.794520547945204,0.0356164383561644,0.17808219178082196,669.7694620781825,56.16438356164384
"(15,15,15,0.4,0.4,T/L,wins)",15,15,15,0.4,0.4,T/L,wins,50.0,46.02739726027397,65.85365853658537,11.232876712328768,44.881889763779526,34.794520547945204,0.0356164383561644,0.17808219178082196,669.7694620781825,56.16438356164384
"(15,15,15,0.4,0.4,W-L,wins)",15,15,15,0.4,0.4,W-L,wins,50.0,44.93150684931507,64.86486486486487,10.136986301369864,45.669291338582674,34.794520547945204,0.030136986301369875,0.1506849315068494,658.7856349500187,50.684931506849324
"(7,7,7,0.4,0.4,T/L,wins)",7,7,7,0.4,0.4,T/L,wins,55.70469798657718,40.821917808219176,57.98319327731093,32.602739726027394,46.66666666666666,8.219178082191782,0.052054794520547974,0.1596638655462186,612.4346724991367,100.0
"(7,7,7,0.4,0.4,W/L,wins)",7,7,7,0.4,0.4,W/L,wins,55.70469798657718,40.821917808219176,57.98319327731093,32.602739726027394,46.66666666666666,8.219178082191782,0.052054794520547974,0.1596638655462186,612.4346724991367,100.0
"(60,60,60,0.4,0.4,W/L,wins)",60,60,60,0.4,0.4,W/L,wins,46.15384615384615,60.54794520547945,57.89473684210526,15.616438356164384,42.073170731707314,44.93150684931507,0.02465753424657535,0.12328767123287675,594.563806777217,78.08219178082192
"(60,60,60,0.4,0.4,T/L,wins)",60,60,60,0.4,0.4,T/L,wins,46.15384615384615,60.54794520547945,57.89473684210526,15.616438356164384,42.073170731707314,44.93150684931507,0.02465753424657535,0.12328767123287675,594.563806777217,78.08219178082192
"(7,7,7,0.4,0.4,W/T,wins)",7,7,7,0.4,0.4,W/T,wins,55.88235294117647,55.89041095890411,57.47126436781609,47.67123287671233,46.66666666666666,8.219178082191782,0.07123287671232874,0.14942528735632177,622.3838765548733,100.0
"(7,7,7,0.4,0.4,W-L,wins)",7,7,7,0.4,0.4,W-L,wins,56.13382899628253,73.6986301369863,56.90376569037657,65.47945205479452,50.0,8.219178082191782,0.09041095890410963,0.13807531380753146,634.5171089585601,100.0
"(30,30,30,0.4,0.4,W/T,wins)",30,30,30,0.4,0.4,W/T,wins,41.74757281553398,56.43835616438356,56.0,13.6986301369863,37.17948717948718,42.73972602739726,0.016438356164383574,0.08219178082191786,573.6986301369863,68.49315068493149
"(30,30,30,0.4,0.4,W-L,wins)",30,30,30,0.4,0.4,W-L,wins,43.31797235023041,59.45205479452055,56.0,13.6986301369863,39.52095808383233,45.75342465753425,0.016438356164383574,0.08219178082191786,573.6986301369863,68.49315068493149
"(30,30,30,0.4,0.4,T/L,wins)",30,30,30,0.4,0.4,T/L,wins,45.22821576763486,66.02739726027397,55.71428571428572,19.17808219178082,40.93567251461988,46.84931506849315,0.02191780821917813,0.10958904109589065,576.3209393346381,95.8904109589041
"(30,30,30,0.4,0.4,W/L,wins)",30,30,30,0.4,0.4,W/L,wins,45.22821576763486,66.02739726027397,55.71428571428572,19.17808219178082,40.93567251461988,46.84931506849315,0.02191780821917813,0.10958904109589065,576.3209393346381,95.8904109589041
"(30,30,30,0.8,0.8,W/L,wins)",30,30,30,0.8,0.8,W/L,wins,53.125,17.534246575342465,54.71698113207548,14.52054794520548,45.45454545454545,3.0136986301369864,0.013698630136986332,0.06849315068493167,561.6903592659603,72.60273972602741
"(30,30,30,0.8,0.8,T/L,wins)",30,30,30,0.8,0.8,T/L,wins,53.125,17.534246575342465,54.71698113207548,14.52054794520548,45.45454545454545,3.0136986301369864,0.013698630136986332,0.06849315068493167,561.6903592659603,72.60273972602741
"(30,30,30,0.4,0.4,W/T,earnings)",30,30,30,0.4,0.4,W/T,earnings,45.1219512195122,22.46575342465753,52.083333333333336,13.150684931506849,35.294117647058826,9.315068493150685,0.00547945205479453,0.02739726027397265,533.9840182648402,65.75342465753424
"(30,30,30,0.4,0.4,W-L,earnings)",30,30,30,0.4,0.4,W-L,earnings,45.45454545454545,21.095890410958905,51.11111111111112,12.32876712328767,37.5,8.767123287671232,0.0027397260273972776,0.01369863013698639,523.4398782343989,61.64383561643835
"(30,30,30,0.4,0.4,T/L,earnings)",30,30,30,0.4,0.4,T/L,earnings,45.94594594594594,20.273972602739725,50.0,12.054794520547944,40.0,8.219178082191782,0.0,0.0,512.054794520548,60.27397260273972
"(30,30,30,0.4,0.4,W/L,earnings)",30,30,30,0.4,0.4,W/L,earnings,45.94594594594594,20.273972602739725,50.0,12.054794520547944,40.0,8.219178082191782,0.0,0.0,512.054794520548,60.27397260273972
"(30,30,30,1.2,1.2,W/L,wins)",30,30,30,1.2,1.2,W/L,wins,51.06382978723404,12.876712328767123,50.0,11.506849315068491,60.0,1.36986301369863,0.0,0.0,511.5068493150685,57.53424657534246
"(30,30,30,1.2,1.2,T/L,wins)",30,30,30,1.2,1.2,T/L,wins,51.06382978723404,12.876712328767123,50.0,11.506849315068491,60.0,1.36986301369863,0.0,0.0,511.5068493150685,57.53424657534246
