,summary,trace_size,height,width,alpha_plus,alpha_minus,operation_type,grid_type,accuracy,participation,acc_above,part_above,acc_below,part_below,criteria
14,"(7,7,7,1.2,1.2,W-L,wins)",7,7,7,1.2,1.2,W-L,wins,70.0,8.219178082191782,70.0,8.219178082191782,,0.0,7890.410958904112
23,"(7,7,7,1.6,1.6,W/T,earnings)",7,7,7,1.6,1.6,W/T,earnings,70.0,8.219178082191782,70.0,8.219178082191782,,0.0,7890.410958904112
59,"(15,15,15,1.6,1.6,W/L,wins)",15,15,15,1.6,1.6,W/L,wins,80.0,4.109589041095891,80.0,4.109589041095891,,0.0,5917.808219178082
53,"(15,15,15,1.6,1.6,W-L,wins)",15,15,15,1.6,1.6,W-L,wins,80.0,4.109589041095891,80.0,4.109589041095891,,0.0,5917.808219178082
54,"(15,15,15,1.2,1.2,T/L,earnings)",15,15,15,1.2,1.2,T/L,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
55,"(15,15,15,1.2,1.2,W/L,wins)",15,15,15,1.2,1.2,W/L,wins,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
56,"(15,15,15,1.6,1.6,W/L,earnings)",15,15,15,1.6,1.6,W/L,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
57,"(15,15,15,1.2,1.2,W/T,earnings)",15,15,15,1.2,1.2,W/T,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
58,"(15,15,15,1.6,1.6,W/T,earnings)",15,15,15,1.6,1.6,W/T,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
49,"(15,15,15,1.2,1.2,W/L,earnings)",15,15,15,1.2,1.2,W/L,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
60,"(15,15,15,1.6,1.6,T/L,earnings)",15,15,15,1.6,1.6,T/L,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
62,"(15,15,15,1.6,1.6,T/L,wins)",15,15,15,1.6,1.6,T/L,wins,80.0,4.109589041095891,80.0,4.109589041095891,,0.0,5917.808219178082
63,"(15,15,15,1.6,1.6,W/T,wins)",15,15,15,1.6,1.6,W/T,wins,80.0,4.109589041095891,80.0,4.109589041095891,,0.0,5917.808219178082
67,"(30,30,30,1.2,1.2,W-L,earnings)",30,30,30,1.2,1.2,W-L,earnings,71.42857142857143,5.7534246575342465,71.42857142857143,5.7534246575342465,,0.0,5917.808219178082
78,"(30,30,30,1.2,1.2,W/T,earnings)",30,30,30,1.2,1.2,W/T,earnings,71.42857142857143,5.7534246575342465,71.42857142857143,5.7534246575342465,,0.0,5917.808219178082
91,"(30,30,30,1.2,1.2,W/L,earnings)",30,30,30,1.2,1.2,W/L,earnings,71.42857142857143,5.7534246575342465,71.42857142857143,5.7534246575342465,,0.0,5917.808219178082
50,"(15,15,15,1.2,1.2,W-L,earnings)",15,15,15,1.2,1.2,W-L,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
46,"(15,15,15,1.2,1.2,T/L,wins)",15,15,15,1.2,1.2,T/L,wins,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
92,"(30,30,30,1.2,1.2,T/L,earnings)",30,30,30,1.2,1.2,T/L,earnings,71.42857142857143,5.7534246575342465,71.42857142857143,5.7534246575342465,,0.0,5917.808219178082
43,"(15,15,15,1.6,1.6,W-L,earnings)",15,15,15,1.6,1.6,W-L,earnings,64.40677966101696,16.164383561643834,80.0,4.109589041095891,59.09090909090909,12.054794520547945,5917.808219178082
47,"(15,15,15,1.2,1.2,W-L,wins)",15,15,15,1.2,1.2,W-L,wins,62.121212121212125,18.08219178082192,68.18181818181819,6.027397260273973,59.09090909090909,12.054794520547945,5260.273972602741
110,"(60,60,60,0.4,0.4,W-L,earnings)",60,60,60,0.4,0.4,W-L,earnings,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
73,"(30,30,30,0.8,0.8,W/T,wins)",30,30,30,0.8,0.8,W/T,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
74,"(30,30,30,0.8,0.8,W/L,earnings)",30,30,30,0.8,0.8,W/L,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
75,"(30,30,30,0.4,0.4,W/L,wins)",30,30,30,0.4,0.4,W/L,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
76,"(30,30,30,0.8,0.8,W/L,wins)",30,30,30,0.8,0.8,W/L,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
77,"(30,30,30,0.4,0.4,T/L,wins)",30,30,30,0.4,0.4,T/L,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
113,"(60,60,60,0.4,0.4,W/T,earnings)",60,60,60,0.4,0.4,W/T,earnings,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
109,"(60,60,60,0.4,0.4,W-L,wins)",60,60,60,0.4,0.4,W-L,wins,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
83,"(30,30,30,0.4,0.4,W/T,earnings)",30,30,30,0.4,0.4,W/T,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
123,"(60,60,60,0.4,0.4,T/L,earnings)",60,60,60,0.4,0.4,T/L,earnings,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
108,"(60,60,60,0.4,0.4,W/L,earnings)",60,60,60,0.4,0.4,W/L,earnings,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
86,"(30,30,30,0.4,0.4,T/L,earnings)",30,30,30,0.4,0.4,T/L,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
104,"(60,60,60,0.4,0.4,W/L,wins)",60,60,60,0.4,0.4,W/L,wins,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
94,"(30,30,30,0.4,0.4,W/L,earnings)",30,30,30,0.4,0.4,W/L,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
90,"(30,30,30,0.8,0.8,T/L,wins)",30,30,30,0.8,0.8,T/L,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
72,"(30,30,30,0.8,0.8,W/T,earnings)",30,30,30,0.8,0.8,W/T,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
121,"(60,60,60,0.4,0.4,T/L,wins)",60,60,60,0.4,0.4,T/L,wins,61.76470588235294,9.315068493150685,61.76470588235294,9.315068493150685,,0.0,5260.27397260274
69,"(30,30,30,0.8,0.8,W-L,wins)",30,30,30,0.8,0.8,W-L,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
68,"(30,30,30,0.8,0.8,W-L,earnings)",30,30,30,0.8,0.8,W-L,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
93,"(30,30,30,0.8,0.8,T/L,earnings)",30,30,30,0.8,0.8,T/L,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
66,"(30,30,30,0.4,0.4,W-L,wins)",30,30,30,0.4,0.4,W-L,wins,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
65,"(30,30,30,0.4,0.4,W-L,earnings)",30,30,30,0.4,0.4,W-L,earnings,66.66666666666667,6.575342465753424,66.66666666666667,6.575342465753424,,0.0,5260.27397260274
44,"(15,15,15,1.2,1.2,W/T,wins)",15,15,15,1.2,1.2,W/T,wins,62.5,17.534246575342465,66.66666666666667,5.7534246575342465,60.46511627906977,11.780821917808218,4602.739726027399
41,"(15,15,15,0.8,0.8,T/L,earnings)",15,15,15,0.8,0.8,T/L,earnings,60.273972602739725,20.0,62.06896551724138,7.945205479452055,59.09090909090909,12.054794520547945,4602.739726027398
45,"(15,15,15,0.8,0.8,W/L,earnings)",15,15,15,0.8,0.8,W/L,earnings,60.273972602739725,20.0,62.06896551724138,7.945205479452055,59.09090909090909,12.054794520547945,4602.739726027398
33,"(15,15,15,0.8,0.8,W-L,earnings)",15,15,15,0.8,0.8,W-L,earnings,60.273972602739725,20.0,62.06896551724138,7.945205479452055,59.09090909090909,12.054794520547945,4602.739726027398
34,"(15,15,15,0.4,0.4,T/L,earnings)",15,15,15,0.4,0.4,T/L,earnings,56.626506024096386,22.73972602739726,58.8235294117647,9.315068493150685,55.10204081632653,13.424657534246576,3945.205479452054
39,"(15,15,15,0.8,0.8,W/L,wins)",15,15,15,0.8,0.8,W/L,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
51,"(15,15,15,0.4,0.4,W/L,earnings)",15,15,15,0.4,0.4,W/L,earnings,56.626506024096386,22.73972602739726,58.8235294117647,9.315068493150685,55.10204081632653,13.424657534246576,3945.205479452054
61,"(15,15,15,0.8,0.8,W/T,earnings)",15,15,15,0.8,0.8,W/T,earnings,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
40,"(15,15,15,0.4,0.4,T/L,wins)",15,15,15,0.4,0.4,T/L,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
35,"(15,15,15,0.4,0.4,W/T,wins)",15,15,15,0.4,0.4,W/T,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
42,"(15,15,15,0.8,0.8,T/L,wins)",15,15,15,0.8,0.8,T/L,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
38,"(15,15,15,0.4,0.4,W/L,wins)",15,15,15,0.4,0.4,W/L,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
37,"(15,15,15,0.4,0.4,W-L,earnings)",15,15,15,0.4,0.4,W-L,earnings,56.626506024096386,22.73972602739726,58.8235294117647,9.315068493150685,55.10204081632653,13.424657534246576,3945.205479452054
36,"(15,15,15,0.4,0.4,W/T,earnings)",15,15,15,0.4,0.4,W/T,earnings,56.626506024096386,22.73972602739726,58.8235294117647,9.315068493150685,55.10204081632653,13.424657534246576,3945.205479452054
52,"(15,15,15,0.8,0.8,W/T,wins)",15,15,15,0.8,0.8,W/T,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
32,"(15,15,15,0.4,0.4,W-L,wins)",15,15,15,0.4,0.4,W-L,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
48,"(15,15,15,0.8,0.8,W-L,wins)",15,15,15,0.8,0.8,W-L,wins,58.97435897435897,21.36986301369863,58.8235294117647,9.315068493150685,59.09090909090909,12.054794520547945,3945.205479452054
95,"(30,30,30,1.6,1.6,W/L,earnings)",30,30,30,1.6,1.6,W/L,earnings,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
64,"(30,30,30,1.6,1.6,W-L,earnings)",30,30,30,1.6,1.6,W-L,earnings,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
89,"(30,30,30,1.6,1.6,T/L,earnings)",30,30,30,1.6,1.6,T/L,earnings,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
71,"(30,30,30,1.6,1.6,W-L,wins)",30,30,30,1.6,1.6,W-L,wins,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
79,"(30,30,30,1.6,1.6,W/L,wins)",30,30,30,1.6,1.6,W/L,wins,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
82,"(30,30,30,1.6,1.6,T/L,wins)",30,30,30,1.6,1.6,T/L,wins,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
84,"(30,30,30,1.6,1.6,W/T,wins)",30,30,30,1.6,1.6,W/T,wins,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
85,"(30,30,30,1.6,1.6,W/T,earnings)",30,30,30,1.6,1.6,W/T,earnings,69.23076923076923,3.5616438356164384,69.23076923076923,3.5616438356164384,,0.0,3287.6712328767117
87,"(30,30,30,1.2,1.2,T/L,wins)",30,30,30,1.2,1.2,T/L,wins,62.5,4.383561643835616,62.5,4.383561643835616,,0.0,2630.1369863013697
70,"(30,30,30,1.2,1.2,W-L,wins)",30,30,30,1.2,1.2,W-L,wins,60.0,5.47945205479452,60.0,5.47945205479452,,0.0,2630.1369863013697
80,"(30,30,30,1.2,1.2,W/T,wins)",30,30,30,1.2,1.2,W/T,wins,60.0,5.47945205479452,60.0,5.47945205479452,,0.0,2630.1369863013697
88,"(30,30,30,1.2,1.2,W/L,wins)",30,30,30,1.2,1.2,W/L,wins,62.5,4.383561643835616,62.5,4.383561643835616,,0.0,2630.1369863013697
127,"(60,60,60,0.8,0.8,W/T,wins)",60,60,60,0.8,0.8,W/T,wins,57.142857142857146,3.835616438356164,57.142857142857146,3.835616438356164,,0.0,1315.0684931506855
105,"(60,60,60,1.6,1.6,W/L,earnings)",60,60,60,1.6,1.6,W/L,earnings,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
118,"(60,60,60,1.6,1.6,W/T,earnings)",60,60,60,1.6,1.6,W/T,earnings,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
125,"(60,60,60,1.6,1.6,W/T,wins)",60,60,60,1.6,1.6,W/T,wins,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
96,"(60,60,60,1.6,1.6,W-L,wins)",60,60,60,1.6,1.6,W-L,wins,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
122,"(60,60,60,1.6,1.6,T/L,earnings)",60,60,60,1.6,1.6,T/L,earnings,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
112,"(60,60,60,1.6,1.6,W/L,wins)",60,60,60,1.6,1.6,W/L,wins,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
119,"(60,60,60,1.6,1.6,T/L,wins)",60,60,60,1.6,1.6,T/L,wins,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
106,"(60,60,60,1.6,1.6,W-L,earnings)",60,60,60,1.6,1.6,W-L,earnings,66.66666666666667,1.643835616438356,66.66666666666667,1.643835616438356,,0.0,1315.068493150685
126,"(60,60,60,1.2,1.2,T/L,earnings)",60,60,60,1.2,1.2,T/L,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
124,"(60,60,60,0.8,0.8,T/L,earnings)",60,60,60,0.8,0.8,T/L,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
97,"(60,60,60,1.2,1.2,W/L,earnings)",60,60,60,1.2,1.2,W/L,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
120,"(60,60,60,0.8,0.8,T/L,wins)",60,60,60,0.8,0.8,T/L,wins,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
116,"(60,60,60,1.2,1.2,W/T,wins)",60,60,60,1.2,1.2,W/T,wins,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
117,"(60,60,60,1.2,1.2,T/L,wins)",60,60,60,1.2,1.2,T/L,wins,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
114,"(60,60,60,0.8,0.8,W/T,earnings)",60,60,60,0.8,0.8,W/T,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
99,"(60,60,60,0.8,0.8,W/L,wins)",60,60,60,0.8,0.8,W/L,wins,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
100,"(60,60,60,1.2,1.2,W/L,wins)",60,60,60,1.2,1.2,W/L,wins,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
101,"(60,60,60,1.2,1.2,W-L,wins)",60,60,60,1.2,1.2,W-L,wins,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
102,"(60,60,60,0.8,0.8,W/L,earnings)",60,60,60,0.8,0.8,W/L,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
103,"(60,60,60,0.8,0.8,W-L,earnings)",60,60,60,0.8,0.8,W-L,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
107,"(60,60,60,1.2,1.2,W/T,earnings)",60,60,60,1.2,1.2,W/T,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
111,"(60,60,60,1.2,1.2,W-L,earnings)",60,60,60,1.2,1.2,W-L,earnings,60.0,2.73972602739726,60.0,2.73972602739726,,0.0,1315.0684931506848
98,"(60,60,60,0.8,0.8,W-L,wins)",60,60,60,0.8,0.8,W-L,wins,54.54545454545455,3.0136986301369864,54.54545454545455,3.0136986301369864,,0.0,657.5342465753426
